word,phon_klattese,nSyll,polysyll,nonInitialPrimaryStress,SUBTLwf,#NAME?,SUBTLWF0to10,fam,conc,imag
a,^,1,0,0,20415.27451,-2.40E-09,9.999999976,632,201,217
aaron,Eˈ-r^n,2,0,0,14.64705882,-0.004661215,9.953387849,,,
ab,@ˈb,1,0,0,1.470588235,-0.4624,5.376,,,
abandon,^-b@ˈn-d^n,3,1,1,8.098039216,-0.015248961,9.847510392,510,0,395
abandoned,^-b@ˈn-d^nd,3,1,1,13.29411765,-0.005658235,9.943417652,,,
abandoning,^-b@ˈn-d^-nIG,4,1,1,1.68627451,-0.351676582,6.483234181,,,
abbey,@ˈ-bi,2,0,0,3.176470588,-0.099108368,9.008916324,,,
abbott,@ˈ-b^t,2,0,0,7.862745098,-0.016175273,9.838247275,,,
abby,@ˈ-bi,2,0,0,12.49019608,-0.006410051,9.93589949,,,
abdomen,@b-doˈ-m^n,3,1,1,3.352941176,-0.088950446,9.110495537,426,586,548
abdominal,@b-daˈ-m^-n^l,4,1,1,3.411764706,-0.085909631,9.140903686,,,
abducted,@b-d^ˈk-tId,3,1,1,5,-0.04,9.6,,,
abduction,@b-d^ˈk-S^n,3,1,1,3.62745098,-0.075997078,9.240029218,413,337,463
abel,eˈ-b^l,2,0,0,1.333333333,-0.5625,4.375,,,
abide,^-bYˈd,2,0,1,2.705882353,-0.13657845,8.634215501,,,
abigail,@ˈ-b^-geˌl,3,1,0,3.019607843,-0.109672795,8.903272053,,,
abilene,@ˈ-bI-liˌn,3,1,0,1.333333333,-0.5625,4.375,,,
abilities,^-bIˈ-l^-tiz,4,1,1,6.117647059,-0.026719675,9.732803254,,,
ability,^-bIˈ-l^-ti,4,1,1,19.21568627,-0.002708247,9.972917534,563,273,327
able,eˈ-b^l,2,0,0,159.9019608,-3.91E-05,9.999608896,575,302,284
abner,@ˈb-nR,2,0,0,3.37254902,-0.087919145,9.120808545,,,
abnormal,@b-ncˈr-m^l,3,1,1,2.901960784,-0.118745435,8.812545654,,,
aboard,^-bcˈrd,2,0,1,26.62745098,-0.001410395,9.985896048,,,
abomination,^-baˌ-m^-neˈ-S^n,5,1,1,1.137254902,-0.773186683,2.268133175,,,
abort,^-bcˈrt,2,0,1,4.607843137,-0.047098234,9.529017655,,,
abortion,^-bcˈr-S^n,3,1,1,7.235294118,-0.019102386,9.808976139,,,
about,^-bWˈt,2,0,1,3631.490196,-7.58E-08,9.999999242,593,227,225
above,^-b^ˈv,2,0,1,48.88235294,-0.0004185,9.995814997,607,,346
abracadabra,@ˌ-br^-k^-d@ˈ-br^,5,1,1,1.039215686,-0.925952296,0.740477038,,,
abraham,eˈ-br^-h@ˌm,3,1,0,5.176470588,-0.037319215,9.626807851,,,
abrasions,^-breˈ-Z^nz,3,1,1,1.098039216,-0.82940051,1.705994898,,,
abroad,^-brcˈd,2,0,1,4.901960784,-0.041616,9.58384,,,
abrupt,^-br^ˈpt,2,0,1,1.137254902,-0.773186683,2.268133175,486,266,362
abs,eˈ-biˈ-Eˈs,3,1,0,1.058823529,-0.891975309,1.080246914,,,
absence,@ˈb-s^ns,2,0,0,6.31372549,-0.025085838,9.749141623,,,
absent,@ˈb-s^nt,2,0,0,2.568627451,-0.151564594,8.484354059,,,
absolute,@ˈb-s^-luˌt,3,1,0,11.31372549,-0.007812477,9.921875235,495,,268
absolutely,@ˌb-s^-luˈt-li,4,1,1,113.1176471,-7.82E-05,9.999218481,,,
absorb,^b-zcˈrb,2,0,1,1.980392157,-0.254975002,7.450249975,,,
absorbed,^b-zcˈrbd,2,0,1,1.529411765,-0.427514793,5.724852071,,,
abstract,@b-str@ˈkt,2,0,1,2.176470588,-0.211102995,7.888970051,,,
absurd,^b-sRˈd,2,0,1,9.705882353,-0.010615243,9.893847567,,,
abu,@ˈ-bu,2,0,0,2.568627451,-0.151564594,8.484354059,,,
abuse,^-byuˈs,2,0,1,10.25490196,-0.009509047,9.904909534,450,,
abused,^-byuˈzd,2,0,1,4.529411765,-0.048743464,9.512565357,,,
abusing,^-byuˈ-zIG,3,1,1,1.196078431,-0.699005644,3.009943564,,,
abusive,^-byuˈ-sIv,3,1,1,1.62745098,-0.377558426,6.224415735,,,
abyss,^-bIˈs,2,0,1,1.764705882,-0.321111111,6.788888889,293,450,453
ac,eˈ-siˈ,2,0,0,2.156862745,-0.214958678,7.850413223,,,
academic,@ˌ-k^-dEˈ-mIk,4,1,1,4.666666667,-0.045918367,9.540816327,,,
academy,^-k@ˈ-d^-mi,4,1,1,12.41176471,-0.006491319,9.935086813,509,499,504
acapulco,@ˌ-k^-pUˈl-ko,4,1,1,1.607843137,-0.386823319,6.131766805,,,
accelerate,@k-sEˈ-lR-eˌt,4,1,1,1.274509804,-0.615621302,3.843786982,,,
accelerator,@k-sEˈ-lR-eˌ-tR,5,1,1,1.352941176,-0.5463138,4.536862004,,,
accent,^k-sEˈnt,2,0,1,12.17647059,-0.006744615,9.932553852,,,
accents,@ˈk-sEnts,2,0,0,1.137254902,-0.773186683,2.268133175,,,
accept,@k-sEˈpt,2,0,1,52.78431373,-0.000358914,9.996410861,,,
acceptable,@k-sEˈp-t^-b^l,4,1,1,5.274509804,-0.035944777,9.640552231,521,,288
acceptance,@k-sEˈp-t^ns,3,1,1,3.156862745,-0.100343351,8.99656649,,,
accepted,@k-sEˈp-tId,3,1,1,15.70588235,-0.004053921,9.959460786,,,
accepting,@k-sEˈp-tIG,3,1,1,4.039215686,-0.061292299,9.38707701,,,
accepts,@k-sEˈpts,2,0,1,2.078431373,-0.231488074,7.68511926,,,
access,@ˈk-sEˌs,2,0,0,31.66666667,-0.00099723,9.990027701,,,
accessed,@ˈk-sEˌst,2,0,0,1.529411765,-0.427514793,5.724852071,,,
accessible,@k-sEˈ-s^-b^l,4,1,1,1.098039216,-0.82940051,1.705994898,,,
accessing,@ˈk-sEˌ-sIG,3,1,0,1.039215686,-0.925952296,0.740477038,,,
accessories,@k-sEˈ-sR-iz,4,1,1,1.490196078,-0.450311634,5.496883657,,,
accessory,@k-sEˈ-sR-i,4,1,1,2.882352941,-0.120366514,8.79633486,,,
accident,@ˈk-s^-d^nt,3,1,0,81.29411765,-0.000151315,9.998486851,564,419,518
accidental,@ˌk-s^-dEˈn-t^l,4,1,1,3,-0.111111111,8.888888889,,,
accidentally,@ˌk-s^-dEˈn-t^-li,5,1,1,8.803921569,-0.012901722,9.870982783,,,
accidents,@ˈk-s^-d^nts,3,1,0,6.666666667,-0.0225,9.775,,,
accommodate,^-kaˈ-m^-deˌt,4,1,1,2.137254902,-0.218920966,7.810790338,,,
accommodations,^-kaˌ-m^-deˈ-S^nz,5,1,1,1.666666667,-0.36,6.4,,,
accompanied,^-k^ˈm-p^-nid,4,1,1,2.058823529,-0.235918367,7.640816327,,,
accompany,^-k^ˈm-p^-ni,4,1,1,4.745098039,-0.04441295,9.555870501,,,
accomplice,^-kaˈm-pl^s,3,1,1,4.235294118,-0.055748457,9.442515432,446,395,391
accomplices,^-kaˈm-pl^-s^z,4,1,1,1.137254902,-0.773186683,2.268133175,,,
accomplish,^-kaˈm-plIS,3,1,1,5.843137255,-0.029289221,9.707107788,,,
accomplished,^-kaˈm-plISt,3,1,1,7.529411765,-0.01763916,9.823608398,,,
accomplishment,^-kaˈm-plIS-m^nt,4,1,1,1.882352941,-0.282226563,7.177734375,,,
accomplishments,^-kaˈm-plIS-m^nts,4,1,1,1.588235294,-0.396433471,6.035665295,,,
accord,^-kcˈrd,2,0,1,1.62745098,-0.377558426,6.224415735,418,299,248
accordance,^-kcˈr-d^ns,3,1,1,1.588235294,-0.396433471,6.035665295,431,270,237
according,^-kcˈr-dIG,3,1,1,41.8627451,-0.000570617,9.994293831,,,
accordingly,^-kcˈr-dIG-li,4,1,1,1.823529412,-0.300728408,6.992715921,,,
accordion,^-kcˈr-di-^n,4,1,1,1.31372549,-0.579416351,4.205836489,394,586,576
account,^-kWˈnt,2,0,1,44.70588235,-0.000500346,9.994996537,523,365,361
accountable,^-kWˈn-t^-b^l,4,1,1,1.411764706,-0.501736111,4.982638889,,,
accountant,^-kWˈn-t^nt,3,1,1,6.176470588,-0.026213152,9.737868481,,,
accountants,^-kWˈn-t^nts,3,1,1,1.078431373,-0.859834711,1.401652893,,,
accounted,^-kWˈn-t^d,3,1,1,3.019607843,-0.109672795,8.903272053,,,
accounting,^-kWˈn-tIG,3,1,1,4.509803922,-0.049168242,9.50831758,,,
accounts,^-kWˈnts,2,0,1,10.47058824,-0.009121323,9.908786769,,,
accuracy,@ˈ-kyR-^-si,4,1,0,1.490196078,-0.450311634,5.496883657,,,
accurate,@ˈ-kyR-^t,3,1,0,7.843137255,-0.01625625,9.8374375,566,,305
accurately,@ˈ-kyR-^t-li,4,1,0,1.137254902,-0.773186683,2.268133175,,,
accusation,@ˌ-ky^-zeˈ-S^n,4,1,1,2.803921569,-0.127194484,8.728055162,,,
accusations,@ˌ-ky^-zeˈ-S^nz,4,1,1,3,-0.111111111,8.888888889,,,
accuse,^-kyuˈz,2,0,1,5.68627451,-0.030927467,9.690725327,,,
accused,^-kyuˈzd,2,0,1,13.05882353,-0.005863972,9.941360279,,,
accusing,^-kyuˈ-zIG,3,1,1,4.941176471,-0.04095805,9.590419501,,,
accustomed,^-k^ˈ-st^md,3,1,1,2.921568627,-0.117156885,8.828431152,,,
ace,eˈs,1,0,0,14.7254902,-0.004611694,9.95388306,,,
aces,eˈ-sIz,2,0,0,3.960784314,-0.063743751,9.362562494,,,
ache,eˈk,1,0,0,2.490196078,-0.161262323,8.387376775,523,443,443
aches,eˈks,1,0,0,1.509803922,-0.438691179,5.61308821,,,
achieve,^-Ciˈv,2,0,1,7.333333333,-0.018595041,9.814049587,,,
achieved,^-Ciˈvd,2,0,1,4.294117647,-0.054231563,9.457684369,,,
achievement,^-Ciˈv-m^nt,3,1,1,3.490196078,-0.082091908,9.179080924,,,
achievements,^-Ciˈv-m^nts,3,1,1,1.078431373,-0.859834711,1.401652893,,,
achilles,^-kIˈ-liz,3,1,1,2.254901961,-0.196672968,8.033270321,,,
aching,eˈ-kIG,2,0,0,2.058823529,-0.235918367,7.640816327,,,
acid,@ˈ-s^d,2,0,0,9.960784314,-0.010078895,9.899211048,,,
acknowledge,@k-naˈ-lIJ,3,1,1,6.137254902,-0.026549215,9.734507855,503,290,316
acknowledged,@k-naˈ-lIJd,3,1,1,1.960784314,-0.2601,7.399,,,
acme,@ˈk-mi,2,0,0,1.254901961,-0.635009766,3.649902344,,,
acquaintance,^-kweˈn-t^ns,3,1,1,5.352941176,-0.034899167,9.651008332,,,
acquaintances,^-kweˈn-t^n-sIz,4,1,1,1.058823529,-0.891975309,1.080246914,,,
acquainted,^-kweˈn-tId,3,1,1,4.529411765,-0.048743464,9.512565357,,,
acquire,^-kwYˈ-R,3,1,1,2.647058824,-0.142716049,8.572839506,,,
acquired,^-kwYˈ-Rd,3,1,1,4.470588235,-0.050034626,9.49965374,,,
acquisition,@ˌ-kw^-zIˈ-S^n,4,1,1,1.450980392,-0.474981738,5.250182615,,,
acquitted,^-kwIˈ-t^d,3,1,1,1.529411765,-0.427514793,5.724852071,,,
acre,eˈ-kR,2,0,0,1.823529412,-0.300728408,6.992715921,427,462,464
acres,eˈ-kRz,2,0,0,4.588235294,-0.047501644,9.524983563,,,
across,^-krcˈs,2,0,1,94.1372549,-0.000112844,9.998871564,,,
act,@ˈkt,1,0,0,109.1176471,-8.40E-05,9.999160134,566,379,433
acted,@ˈk-t^d,2,0,0,10.74509804,-0.008661223,9.913387767,,,
actin,@ˈk-t^n,2,0,0,1.058823529,-0.891975309,1.080246914,,,
acting,@ˈk-tIG,2,0,0,52.45098039,-0.00036349,9.996365097,,,
action,@ˈk-S^n,2,0,0,61.07843137,-0.000268055,9.997319448,,,
actions,@ˈk-S^nz,2,0,0,12.15686275,-0.006766389,9.932336108,,,
activate,@ˈk-t^-veˌt,3,1,0,4.666666667,-0.045918367,9.540816327,,,
activated,@ˈk-t^-veˌ-t^d,4,1,0,4.31372549,-0.053739669,9.462603306,,,
active,@ˈk-tIv,2,0,0,11.45098039,-0.007626314,9.923736864,552,,436
activities,@k-tIˈ-v^-tiz,4,1,1,8.607843137,-0.013496194,9.86503806,,,
activity,@k-tIˈ-v^-ti,4,1,1,12.88235294,-0.006025729,9.939742708,,,
actor,@ˈk-tR,2,0,0,26.33333333,-0.001442077,9.985579234,,,
actors,@ˈk-tRz,2,0,0,12.62745098,-0.006271459,9.937285406,,,
actress,@ˈk-tr^s,2,0,0,16.01960784,-0.003896693,9.961033066,,,
actresses,@ˈk-tr^-sIz,3,1,0,2.254901961,-0.196672968,8.033270321,,,
acts,@ˈkts,1,0,0,12.47058824,-0.006430224,9.935697757,,,
actual,@ˈk-C^-w^l,3,1,0,17.33333333,-0.003328402,9.966715976,589,,259
actually,@ˈk-C^w-^-li,4,1,0,322.3333333,-9.62E-06,9.999903752,,,
acute,^-kyuˈt,2,0,1,2.941176471,-0.1156,8.844,,,
ad,@ˈd,1,0,0,13.60784314,-0.005400344,9.945996562,,,
adam,@ˈ-d^m,2,0,0,37.05882353,-0.000728143,9.992718569,372,,488
adams,@ˈ-d^mz,2,0,0,9.215686275,-0.011774559,9.882254414,,,
adapt,^-d@ˈpt,2,0,1,2.62745098,-0.144854088,8.551459122,,,
adaptation,@ˌ-d^p-teˈ-S^n,4,1,1,1.588235294,-0.396433471,6.035665295,,,
adapted,^-d@ˈp-t^d,3,1,1,1.098039216,-0.82940051,1.705994898,,,
add,@ˈd,1,0,0,33.05882353,-0.000915009,9.990849913,,,
added,@ˈ-d^d,2,0,0,9.647058824,-0.010745092,9.892549078,,,
adder,@ˈ-dR,2,0,0,1.431372549,-0.488084068,5.119159317,361,615,583
addict,^-dIˈkt,2,0,1,5.352941176,-0.034899167,9.651008332,,,
addicted,^-dIˈk-t^d,3,1,1,4.529411765,-0.048743464,9.512565357,,,
addiction,^-dIˈk-S^n,3,1,1,3.901960784,-0.06568016,9.343198404,,,
addictive,^-dIˈk-tIv,3,1,1,1.117647059,-0.800554017,1.994459834,,,
addicts,^-dIˈkts,2,0,1,2.078431373,-0.231488074,7.68511926,,,
adding,@ˈ-dIG,2,0,0,4.019607843,-0.061891731,9.381082689,,,
addison,@ˈ-d^-s^n,3,1,0,1.784313725,-0.314092501,6.859074991,,,
addition,^-dIˈ-S^n,3,1,1,7.745098039,-0.016670405,9.833295946,535,339,347
additional,^-dIˈ-S^-n^l,4,1,1,5.882352941,-0.0289,9.711,489,,303
address,@ˈ-drEˌs,2,0,0,52.2745098,-0.000365949,9.996340514,,,
addressed,^-drEˈst,2,0,1,3.803921569,-0.069109363,9.308906366,,,
addresses,@ˈ-drEˈ-sIz,3,1,0,3.176470588,-0.099108368,9.008916324,,,
addressing,^-drEˈ-sIG,3,1,1,2.098039216,-0.227181413,7.728185868,,,
adds,@ˈdz,1,0,0,3.941176471,-0.064379595,9.356204054,,,
adequate,@ˈ-d^-kw^t,3,1,0,2.588235294,-0.14927686,8.507231405,485,,268
adieu,^-duˈ,2,0,1,1.843137255,-0.294363966,7.056360344,,,
adios,aˌ-di-oˈs,3,1,1,3.117647059,-0.102883588,8.971164115,,,
adjacent,^-Jeˈ-s^nt,3,1,1,1.333333333,-0.5625,4.375,,,
adjoining,^-JOˈ-nIG,3,1,1,1.117647059,-0.800554017,1.994459834,,,
adjourn,^-JRˈn,2,0,1,1.294117647,-0.597107438,4.02892562,,,
adjourned,^-JRˈnd,2,0,1,4.901960784,-0.041616,9.58384,,,
adjust,^-J^ˈst,2,0,1,5.62745098,-0.031577414,9.684225862,,,
adjusted,^-J^ˈ-st^d,3,1,1,1.803921569,-0.307301512,6.926984877,,,
adjusting,^-J^ˈ-stIG,3,1,1,2.37254902,-0.1776518,8.223482003,,,
adjustment,^-J^ˈst-m^nt,3,1,1,3.098039216,-0.104190034,8.958099664,,,
adjustments,^-J^ˈst-m^nts,3,1,1,1.392156863,-0.515969054,4.840309462,,,
administer,^d-mIˈ-n^-stR,4,1,1,1.666666667,-0.36,6.4,,,
administered,^d-mIˈ-n^-stRd,4,1,1,1.490196078,-0.450311634,5.496883657,,,
administration,@d-mIˌ-nI-streˈ-S^n,5,1,1,7.588235294,-0.017366745,9.826332552,502,331,413
administrative,^d-mIˈ-n^-streˌ-tIv,5,1,1,1.607843137,-0.386823319,6.131766805,,,
administrator,^d-mIˈ-n^-streˌ-tR,5,1,1,1.647058824,-0.368622449,6.31377551,,,
admirable,@ˈd-mR-^-b^l,4,1,0,2.607843137,-0.147040534,8.529594663,,,
admiral,@ˈd-mR-^l,3,1,0,16.56862745,-0.00364273,9.963572704,436,528,543
admiration,@ˌd-mR-eˈ-S^n,4,1,1,2.098039216,-0.227181413,7.728185868,,,
admire,@d-mYˈr,2,0,1,14.15686275,-0.004989603,9.950103974,531,296,390
admired,^d-mYˈ-Rd,3,1,1,3.666666667,-0.074380165,9.256198347,,,
admirer,@d-mYˈ-rR,3,1,1,2.960784314,-0.114073944,8.859260559,,,
admiring,@d-mYˈ-rIG,3,1,1,2.764705882,-0.130828429,8.691715708,,,
admission,@d-mIˈ-S^n,3,1,1,3.549019608,-0.079393181,9.206068191,482,305,389
admissions,@d-mIˈ-S^nz,3,1,1,2.176470588,-0.211102995,7.888970051,,,
admit,^d-mIˈt,2,0,1,59.19607843,-0.000285374,9.997146262,,,
admits,^d-mIˈts,2,0,1,2.058823529,-0.235918367,7.640816327,,,
admitted,^d-mIˈ-t^d,3,1,1,9.156862745,-0.011926324,9.880736763,,,
admitting,@d-mIˈ-tIG,3,1,1,3.078431373,-0.105521522,8.944784778,,,
ado,^-duˈ,2,0,1,1.509803922,-0.438691179,5.61308821,,,
adolescent,@ˌ-d^-lEˈ-s^nt,4,1,1,1.843137255,-0.294363966,7.056360344,,,
adolf,eˈ-dalf,2,0,0,1.352941176,-0.5463138,4.536862004,,,
adopt,^-daˈpt,2,0,1,4.666666667,-0.045918367,9.540816327,,,
adopted,^-daˈp-t^d,3,1,1,8.431372549,-0.014067063,9.859329367,,,
adopting,^-daˈp-tIG,3,1,1,1.176470588,-0.7225,2.775,,,
adoption,^-daˈp-S^n,3,1,1,4.68627451,-0.045534917,9.544650829,,,
adorable,^-dcˈ-r^-b^l,4,1,1,10.52941176,-0.009019694,9.909803065,,,
adore,^-dcˈr,2,0,1,7.725490196,-0.016755134,9.832448659,,,
adored,^-dcˈrd,2,0,1,2.450980392,-0.166464,8.33536,,,
adores,^-dcˈrz,2,0,1,1.784313725,-0.314092501,6.859074991,,,
adrenaline,^-drEˈ-n^-l^n,4,1,1,3.294117647,-0.092155612,9.078443878,,,
adrift,^-drIˈft,2,0,1,1,-1,0,,,
ads,@ˈdz,1,0,0,5.058823529,-0.039075176,9.609248242,,,
adult,^-d^ˈlt,2,0,1,14.29411765,-0.00489424,9.951057596,590,492,526
adultery,^-d^ˈl-tR-i,4,1,1,1.941176471,-0.265381084,7.346189164,456,311,494
adults,^-d^ˈlts,2,0,1,9.568627451,-0.010921963,9.890780368,,,
advance,^d-v@ˈns,2,0,1,15.98039216,-0.003915842,9.960841582,,,
advanced,^d-v@ˈnst,2,0,1,8.843137255,-0.012787548,9.872124522,523,,320
advancement,^d-v@ˈns-m^nt,3,1,1,1.235294118,-0.655328798,3.446712018,,,
advances,^d-v@ˈn-s^z,3,1,1,2.901960784,-0.118745435,8.812545654,,,
advancing,^d-v@ˈn-sIG,3,1,1,1.490196078,-0.450311634,5.496883657,,,
advantage,@d-v@ˈn-tIJ,3,1,1,22.05882353,-0.002055111,9.979448889,562,282,292
advantages,@d-v@ˈn-tI-JIz,4,1,1,2.823529412,-0.125434028,8.745659722,,,
adventure,@d-vEˈn-CR,3,1,1,13.43137255,-0.005543183,9.944568171,,,
adventures,@d-vEˈn-CRz,3,1,1,3.607843137,-0.076825378,9.231746219,,,
adventurous,@d-vEˈn-CR-^s,4,1,1,1.215686275,-0.676638918,3.233610822,,,
adversary,@ˈd-vR-sEˌ-ri,4,1,0,1.509803922,-0.438691179,5.61308821,,,
adversity,@d-vRˈ-sI-ti,4,1,1,1.058823529,-0.891975309,1.080246914,360,314,326
advertise,@ˈd-vR-tYˌz,3,1,0,1.647058824,-0.368622449,6.31377551,,,
advertised,@ˈd-vR-tYˌzd,3,1,0,1.019607843,-0.961908284,0.38091716,,,
advertisement,^d-vRˈ-t^z-m^nt,4,1,1,1.196078431,-0.699005644,3.009943564,,,
advertising,@ˈd-vR-tYˌ-zIG,4,1,0,7.431372549,-0.018107643,9.818923566,,,
advice,@d-vYˈs,2,0,1,47.98039216,-0.000434383,9.995656174,566,291,352
advise,@d-vYˈz,2,0,1,12.19607843,-0.006722945,9.932770546,,,
advised,@d-vYˈzd,2,0,1,5.235294118,-0.036485292,9.635147077,,,
adviser,@d-vYˈ-zR,3,1,1,1.039215686,-0.925952296,0.740477038,,,
advising,@d-vYˈ-zIG,3,1,1,1.333333333,-0.5625,4.375,,,
advisor,@d-vYˈ-zR,3,1,1,4.411764706,-0.051377778,9.486222222,,,
advisors,@d-vYˈ-zRz,3,1,1,1.294117647,-0.597107438,4.02892562,,,
advisory,@d-vYˈ-zR-i,4,1,1,1,-1,0,,,
advocate,@ˈd-v^-k^t,3,1,0,2.215686275,-0.203696452,7.963035477,,,
aerial,Eˈ-ri-^l,3,1,0,2.529411765,-0.156300703,8.436992969,481,517,567
aerobics,R-oˈ-bIks,3,1,1,1.549019608,-0.416760135,5.832398654,,,
aerospace,Eˈ-ro-speˌs,3,1,0,1.078431373,-0.859834711,1.401652893,,,
afar,^-faˈr,2,0,1,1.156862745,-0.747199081,2.528009193,,,
affair,^-fEˈr,2,0,1,29.45098039,-0.001152923,9.988470765,531,,361
affairs,^-fEˈrz,2,0,1,14.64705882,-0.004661215,9.953387849,,,
affect,^-fEˈkt,2,0,1,11.1372549,-0.008062016,9.919379835,,,
affected,^-fEˈk-t^d,3,1,1,6.764705882,-0.021852552,9.78147448,,,
affecting,^-fEˈk-tIG,3,1,1,2.549019608,-0.153905325,8.460946746,,,
affection,^-fEˈk-S^n,3,1,1,8.450980392,-0.014001863,9.859981374,513,280,484
affectionate,^-fEˈk-S^n-^t,4,1,1,2.254901961,-0.196672968,8.033270321,507,,471
affections,^-fEˈk-S^nz,3,1,1,1.196078431,-0.699005644,3.009943564,,,
affects,^-fEˈkts,2,0,1,4.784313725,-0.043687853,9.563121473,,,
affidavit,@ˌ-f^-deˈ-v^t,4,1,1,1.960784314,-0.2601,7.399,,,
affirmative,^-fRˈ-m^-tIv,4,1,1,4.725490196,-0.044782287,9.552177132,,,
afflicted,^-flIˈk-t^d,3,1,1,1.274509804,-0.615621302,3.843786982,,,
affliction,^-flIˈk-S^n,3,1,1,1.176470588,-0.7225,2.775,,,
afford,^-fcˈrd,2,0,1,44.43137255,-0.000506548,9.994934521,,,
afghanistan,@f-g@ˈ-n^-st@ˌn,4,1,1,1.823529412,-0.300728408,6.992715921,,,
afloat,^-floˈt,2,0,1,1.666666667,-0.36,6.4,,,
afoot,^-fUˈt,2,0,1,1.019607843,-0.961908284,0.38091716,,,
afraid,^-freˈd,2,0,1,247.6666667,-1.63E-05,9.999836971,575,336,451
africa,@ˈ-fr^-k^,3,1,0,18.76470588,-0.002839988,9.971600122,,,
african,@ˈ-fr^-k^n,3,1,0,6.764705882,-0.021852552,9.78147448,,,
africans,@ˈ-fr^-k^nz,3,1,0,1.058823529,-0.891975309,1.080246914,,,
afro,@ˈ-fro,2,0,0,1.117647059,-0.800554017,1.994459834,,,
aft,@ˈft,1,0,0,3.529411765,-0.080277778,9.197222222,,,
after,@ˈf-tR,2,0,0,682.5882353,-2.15E-06,9.999978537,575,242,217
afterlife,@ˈf-tR-lYˌf,3,1,0,1.588235294,-0.396433471,6.035665295,,,
aftermath,@ˈf-tR-m@ˌT,3,1,0,1.039215686,-0.925952296,0.740477038,,,
afternoon,@ˌf-tR-nuˈn,3,1,1,91.49019608,-0.000119468,9.998805322,655,406,513
afternoons,@ˌf-tR-nuˈnz,3,1,1,1.980392157,-0.254975002,7.450249975,,,
afterward,@ˈf-tR-wRd,3,1,0,2.196078431,-0.207350128,7.926498724,,,
afterwards,@ˈf-tR-wRdz,3,1,0,14,-0.005102041,9.948979592,,,
ag,@ˈg,1,0,0,1.137254902,-0.773186683,2.268133175,,,
again,^-gEˈn,2,0,1,792.7058824,-1.59E-06,9.999984086,,,
against,^-gEˈnst,2,0,1,201.7254902,-2.46E-05,9.999754259,600,,285
agamemnon,@ˌ-g^-mEˈm-naˌn,4,1,1,1.411764706,-0.501736111,4.982638889,,,
age,eˈJ,1,0,0,79.19607843,-0.000159438,9.998405617,582,390,468
aged,eˈJd,1,0,0,3.588235294,-0.077667294,9.223327063,,,
agencies,eˈ-J^n-siz,3,1,0,3.215686275,-0.09670583,9.032941701,,,
agency,eˈ-J^n-si,3,1,0,19.43137255,-0.002648458,9.973515423,420,426,366
agenda,^-JEˈn-d^,3,1,1,7.31372549,-0.01869488,9.813051197,,,
agent,eˈ-J^nt,2,0,0,102.6470588,-9.49E-05,9.999050911,,,
agents,eˈ-J^nts,2,0,0,21.05882353,-0.002254923,9.977450766,,,
ages,eˈ-J^z,2,0,0,11.11764706,-0.008090479,9.91909521,,,
aggie,@ˈ-gi,2,0,0,2.078431373,-0.231488074,7.68511926,,,
aggravated,@ˈ-gr^-veˌ-t^d,4,1,0,1.254901961,-0.635009766,3.649902344,,,
aggravation,@ˌ-gr^-veˈ-S^n,4,1,1,1.156862745,-0.747199081,2.528009193,,,
aggression,^-grEˈ-S^n,3,1,1,2.803921569,-0.127194484,8.728055162,,,
aggressive,^-grEˈ-sIv,3,1,1,7.941176471,-0.015857339,9.841426612,500,,417
aging,eˈ-JIG,2,0,0,2.568627451,-0.151564594,8.484354059,,,
agitated,@ˈ-J^-teˌ-t^d,4,1,0,2.509803922,-0.158752441,8.412475586,,,
ago,^-goˈ,2,0,1,286.1176471,-1.22E-05,9.999877845,,,
agony,@ˈ-g^-ni,3,1,0,3.745098039,-0.071297388,9.287026123,509,348,491
agree,^-griˈ,2,0,1,64.66666667,-0.000239133,9.997608673,,,
agreeable,^-griˈ-^-b^l,4,1,1,1.588235294,-0.396433471,6.035665295,,,
agreed,^-griˈd,2,0,1,35.92156863,-0.000774978,9.992250219,,,
agreeing,^-griˈ-IG,3,1,1,2.078431373,-0.231488074,7.68511926,,,
agreement,^-griˈ-m^nt,3,1,1,17.49019608,-0.003268968,9.967310322,541,327,367
agrees,^-griˈz,2,0,1,4.294117647,-0.054231563,9.457684369,,,
agriculture,@ˈ-grI-k^ˌl-CR,4,1,0,1.098039216,-0.82940051,1.705994898,,,
ah,aˈ,1,0,0,206.5686275,-2.34E-05,9.999765647,519,253,330
aha,aˌ-haˈ,2,0,1,7.058823529,-0.020069444,9.799305556,,,
ahead,^-hEˈd,2,0,1,198.3333333,-2.54E-05,9.999745781,,,
ahold,^-hoˈld,2,0,1,6.019607843,-0.02759711,9.724028902,,,
ai,Yˈ,1,0,0,3.803921569,-0.069109363,9.308906366,,,
aid,eˈd,1,0,0,13.90196078,-0.005174256,9.948257444,536,372,413
aide,eˈd,1,0,0,2.019607843,-0.245169196,7.54830804,,,
aiding,eˈ-dIG,2,0,0,1.058823529,-0.891975309,1.080246914,,,
aids,eˈdz,1,0,0,1.058823529,-0.891975309,1.080246914,,,
aim,eˈm,1,0,0,14.8627451,-0.004526911,9.954730892,549,324,383
aimed,eˈmd,1,0,0,1.941176471,-0.265381084,7.346189164,,,
aiming,eˈ-mIG,2,0,0,3.784313725,-0.069827378,9.301726221,,,
aims,eˈmz,1,0,0,1.176470588,-0.7225,2.775,,,
air,Eˈr,1,0,0,139.0196078,-5.17E-05,9.999482574,608,518,450
